Match_ID,Match_Date,League,Home_Team,Away_Team,Venue_Type,Weather,Home_Goals,Away_Goals,Possession_Home_Percent,Shots_On_Target_Home,Shots_On_Target_Away,Fouls_Committed,Yellow_Cards,Red_Cards,Attendance,Possession_Away_Percent,Match_Result,Total_Goals,Goal_Difference,Absolute_Goal_Difference,Total_Shots_On_Target,Possession_Difference,Absolute_Possession_Difference,Year,Month,Day_Name
MTC-22930,2024-04-18,Championship League,Kerala Blasters,Jaipur Lions,Away,Clear,1,0,49,6,5,9,4,1,44120,51,Home Win,1,1,1,11,-2,2,2024,4,Thursday
MTC-22373,2024-04-19,Premier Division,Delhi Dynamos,Kolkata Strikers,Neutral,Cloudy,0,4,59,10,4,21,6,1,24904,41,Away Win,4,-4,4,14,18,18,2024,4,Friday
MTC-20800,2024-04-19,Premier Division,Jaipur Lions,Bengaluru FC,Home,Rainy,4,3,47,4,13,21,2,0,59532,53,Home Win,7,1,1,17,-6,6,2024,4,Friday
MTC-20085,2024-04-19,Cup Series,Pune Warriors,Jaipur Lions,Home,Windy,0,5,32,7,13,13,3,0,56527,68,Away Win,5,-5,5,20,-36,36,2024,4,Friday
MTC-22392,2024-04-19,Premier Division,Pune Warriors,Goa Sharks,Home,Clear,0,1,58,3,1,18,6,0,24126,42,Away Win,1,-1,1,4,16,16,2024,4,Friday
MTC-20147,2024-04-19,Cup Series,Hyderabad Falcons,Pune Warriors,Away,Rainy,0,3,46,13,14,13,0,0,22297,54,Away Win,3,-3,3,27,-8,8,2024,4,Friday
MTC-23128,2024-04-19,Cup Series,Jaipur Lions,Hyderabad Falcons,Neutral,Rainy,1,0,40,4,12,21,1,1,3839,60,Home Win,1,1,1,16,-20,20,2024,4,Friday
MTC-22937,2024-04-20,Cup Series,Hyderabad Falcons,Jaipur Lions,Neutral,Clear,3,1,46,13,8,6,6,1,28806,54,Home Win,4,2,2,21,-8,8,2024,4,Saturday
MTC-20886,2024-04-20,Premier Division,Bengaluru FC,Chennai Titans,Neutral,Rainy,1,3,36,13,12,6,3,1,64721,64,Away Win,4,-2,2,25,-28,28,2024,4,Saturday
MTC-23208,2024-04-20,Premier Division,Hyderabad Falcons,Goa Sharks,Home,Windy,5,5,43,3,9,10,2,1,16091,57,Draw,10,0,0,12,-14,14,2024,4,Saturday
MTC-21576,2024-04-21,Premier Division,Goa Sharks,Jaipur Lions,Away,Clear,5,4,41,13,7,24,3,0,59266,59,Home Win,9,1,1,20,-18,18,2024,4,Sunday
MTC-21868,2024-04-21,Premier Division,Delhi Dynamos,Bengaluru FC,Home,Windy,0,4,55,5,0,13,1,0,17515,45,Away Win,4,-4,4,5,10,10,2024,4,Sunday
MTC-22997,2024-04-22,Premier Division,Kolkata Strikers,Pune Warriors,Neutral,Rainy,1,1,54,6,2,17,0,1,48056,46,Draw,2,0,0,8,8,8,2024,4,Monday
MTC-21834,2024-04-22,Premier Division,Chennai Titans,Hyderabad Falcons,Neutral,Windy,1,4,56,4,3,20,6,1,47175,44,Away Win,5,-3,3,7,12,12,2024,4,Monday
MTC-21473,2024-04-22,Championship League,Pune Warriors,Bengaluru FC,Neutral,Cloudy,3,3,30,2,14,20,6,0,46059,70,Draw,6,0,0,16,-40,40,2024,4,Monday
MTC-22438,2024-04-22,Premier Division,Jaipur Lions,Delhi Dynamos,Home,Clear,5,2,32,13,10,9,4,0,24671,68,Home Win,7,3,3,23,-36,36,2024,4,Monday
MTC-21541,2024-04-22,Championship League,Kerala Blasters,Chennai Titans,Neutral,Rainy,3,3,33,5,10,17,2,1,25816,67,Draw,6,0,0,15,-34,34,2024,4,Monday
MTC-21411,2024-04-22,Cup Series,Delhi Dynamos,Kerala Blasters,Neutral,Windy,4,3,52,10,11,6,6,1,3699,48,Home Win,7,1,1,21,4,4,2024,4,Monday
MTC-20550,2024-04-23,Championship League,Chennai Titans,Jaipur Lions,Away,Clear,5,0,36,4,5,21,1,0,46962,64,Home Win,5,5,5,9,-28,28,2024,4,Tuesday
MTC-20514,2024-04-23,Cup Series,Chennai Titans,Kolkata Strikers,Home,Windy,3,2,35,4,9,16,0,0,33683,65,Home Win,5,1,1,13,-30,30,2024,4,Tuesday
MTC-20412,2024-04-23,Championship League,Bengaluru FC,Mumbai United,Away,Rainy,4,4,63,2,13,17,0,1,25188,37,Draw,8,0,0,15,26,26,2024,4,Tuesday
MTC-20378,2024-04-25,Cup Series,Goa Sharks,Kerala Blasters,Neutral,Clear,0,3,52,14,10,19,2,1,53393,48,Away Win,3,-3,3,24,4,4,2024,4,Thursday
MTC-21554,2024-04-25,Championship League,Chennai Titans,Kerala Blasters,Neutral,Windy,4,3,39,11,4,6,2,1,37192,61,Home Win,7,1,1,15,-22,22,2024,4,Thursday
MTC-21786,2024-04-26,Premier Division,Pune Warriors,Chennai Titans,Away,Rainy,4,5,49,1,8,19,4,0,33965,51,Away Win,9,-1,1,9,-2,2,2024,4,Friday
MTC-23689,2024-04-27,Premier Division,Kerala Blasters,Kolkata Strikers,Home,Clear,1,0,66,7,0,13,2,0,17161,34,Home Win,1,1,1,7,32,32,2024,4,Saturday
MTC-22834,2024-04-27,Premier Division,Delhi Dynamos,Bengaluru FC,Neutral,Windy,2,5,33,3,0,8,4,0,30652,67,Away Win,7,-3,3,3,-34,34,2024,4,Saturday
MTC-21414,2024-04-27,Cup Series,Goa Sharks,Hyderabad Falcons,Away,Cloudy,1,5,56,6,10,10,6,0,53990,44,Away Win,6,-4,4,16,12,12,2024,4,Saturday
MTC-22359,2024-04-28,Premier Division,Delhi Dynamos,Bengaluru FC,Home,Clear,2,2,53,7,6,17,0,1,60498,47,Draw,4,0,0,13,6,6,2024,4,Sunday
MTC-22889,2024-04-28,Cup Series,Bengaluru FC,Hyderabad Falcons,Home,Clear,5,3,53,2,9,13,4,0,56425,47,Home Win,8,2,2,11,6,6,2024,4,Sunday
MTC-23743,2024-04-28,Cup Series,Hyderabad Falcons,Pune Warriors,Neutral,Windy,1,4,53,13,10,20,6,0,61419,47,Away Win,5,-3,3,23,6,6,2024,4,Sunday
MTC-22728,2024-04-28,Cup Series,Kolkata Strikers,Delhi Dynamos,Home,Windy,3,3,62,2,13,10,6,0,26221,38,Draw,6,0,0,15,24,24,2024,4,Sunday
MTC-22812,2024-04-29,Championship League,Delhi Dynamos,Jaipur Lions,Away,Cloudy,2,3,63,7,2,20,3,1,11829,37,Away Win,5,-1,1,9,26,26,2024,4,Monday
MTC-20739,2024-04-29,Championship League,Delhi Dynamos,Goa Sharks,Neutral,Clear,5,4,70,10,13,21,0,1,60732,30,Home Win,9,1,1,23,40,40,2024,4,Monday
MTC-20468,2024-04-30,Championship League,Delhi Dynamos,Goa Sharks,Neutral,Rainy,3,3,60,1,3,19,0,1,22960,40,Draw,6,0,0,4,20,20,2024,4,Tuesday
MTC-22169,2024-04-30,Cup Series,Mumbai United,Delhi Dynamos,Neutral,Cloudy,5,3,31,8,6,11,1,1,62907,69,Home Win,8,2,2,14,-38,38,2024,4,Tuesday
MTC-20690,2024-04-30,Championship League,Jaipur Lions,Pune Warriors,Home,Cloudy,2,2,38,14,10,13,0,1,18479,62,Draw,4,0,0,24,-24,24,2024,4,Tuesday
MTC-20464,2024-05-01,Championship League,Chennai Titans,Jaipur Lions,Neutral,Cloudy,1,2,51,3,12,20,2,1,60263,49,Away Win,3,-1,1,15,2,2,2024,5,Wednesday
MTC-22474,2024-05-01,Championship League,Mumbai United,Kerala Blasters,Home,Rainy,0,1,32,5,13,16,2,0,39513,68,Away Win,1,-1,1,18,-36,36,2024,5,Wednesday
MTC-22113,2024-05-01,Cup Series,Pune Warriors,Jaipur Lions,Home,Clear,4,0,31,7,7,24,6,0,42100,69,Home Win,4,4,4,14,-38,38,2024,5,Wednesday
MTC-20124,2024-05-01,Championship League,Pune Warriors,Kerala Blasters,Home,Clear,2,5,41,11,9,15,5,1,18999,59,Away Win,7,-3,3,20,-18,18,2024,5,Wednesday
MTC-20421,2024-05-02,Cup Series,Chennai Titans,Mumbai United,Home,Cloudy,2,4,36,4,6,16,2,1,22170,64,Away Win,6,-2,2,10,-28,28,2024,5,Thursday
MTC-21909,2024-05-02,Cup Series,Hyderabad Falcons,Pune Warriors,Neutral,Windy,2,5,54,9,8,14,4,0,21801,46,Away Win,7,-3,3,17,8,8,2024,5,Thursday
MTC-20623,2024-05-02,Cup Series,Chennai Titans,Jaipur Lions,Neutral,Cloudy,3,5,45,5,2,9,6,0,43087,55,Away Win,8,-2,2,7,-10,10,2024,5,Thursday
MTC-23302,2024-05-02,Cup Series,Chennai Titans,Delhi Dynamos,Away,Rainy,5,2,70,2,14,7,2,0,17657,30,Home Win,7,3,3,16,40,40,2024,5,Thursday
MTC-23415,2024-05-03,Premier Division,Bengaluru FC,Pune Warriors,Home,Windy,1,0,40,2,0,8,3,0,21356,60,Home Win,1,1,1,2,-20,20,2024,5,Friday
MTC-20708,2024-05-03,Premier Division,Kerala Blasters,Chennai Titans,Home,Cloudy,3,0,49,0,8,12,4,1,22536,51,Home Win,3,3,3,8,-2,2,2024,5,Friday
MTC-21919,2024-05-04,Championship League,Mumbai United,Kolkata Strikers,Home,Rainy,2,4,47,7,9,10,5,1,35711,53,Away Win,6,-2,2,16,-6,6,2024,5,Saturday
MTC-20672,2024-05-04,Cup Series,Kerala Blasters,Bengaluru FC,Away,Cloudy,4,5,64,2,3,15,2,0,45138,36,Away Win,9,-1,1,5,28,28,2024,5,Saturday
MTC-20321,2024-05-04,Cup Series,Bengaluru FC,Delhi Dynamos,Neutral,Clear,3,0,60,6,13,13,0,0,35176,40,Home Win,3,3,3,19,20,20,2024,5,Saturday
MTC-20355,2024-05-04,Premier Division,Kerala Blasters,Hyderabad Falcons,Neutral,Windy,0,0,31,11,3,12,6,1,9885,69,Draw,0,0,0,14,-38,38,2024,5,Saturday
MTC-22961,2024-05-05,Cup Series,Mumbai United,Kerala Blasters,Home,Rainy,2,1,65,6,13,16,1,0,23607,35,Home Win,3,1,1,19,30,30,2024,5,Sunday
MTC-20506,2024-05-05,Cup Series,Goa Sharks,Mumbai United,Neutral,Clear,4,5,58,1,12,22,1,0,21915,42,Away Win,9,-1,1,13,16,16,2024,5,Sunday
MTC-23416,2024-05-05,Premier Division,Bengaluru FC,Delhi Dynamos,Neutral,Rainy,2,1,69,5,9,18,1,0,58682,31,Home Win,3,1,1,14,38,38,2024,5,Sunday
MTC-23144,2024-05-05,Cup Series,Hyderabad Falcons,Jaipur Lions,Neutral,Windy,1,3,43,1,8,21,3,1,53299,57,Away Win,4,-2,2,9,-14,14,2024,5,Sunday
MTC-21410,2024-05-06,Championship League,Kolkata Strikers,Goa Sharks,Away,Cloudy,2,2,49,2,6,5,0,1,9580,51,Draw,4,0,0,8,-2,2,2024,5,Monday
MTC-21040,2024-05-06,Championship League,Chennai Titans,Hyderabad Falcons,Home,Cloudy,4,1,39,14,10,17,1,0,47525,61,Home Win,5,3,3,24,-22,22,2024,5,Monday
MTC-21018,2024-05-06,Championship League,Pune Warriors,Goa Sharks,Home,Cloudy,1,0,58,9,10,23,5,0,46291,42,Home Win,1,1,1,19,16,16,2024,5,Monday
MTC-21983,2024-05-06,Cup Series,Mumbai United,Kerala Blasters,Neutral,Cloudy,1,4,34,1,6,22,1,1,9657,66,Away Win,5,-3,3,7,-32,32,2024,5,Monday
MTC-21968,2024-05-06,Premier Division,Bengaluru FC,Hyderabad Falcons,Neutral,Clear,5,5,35,9,4,21,0,1,8716,65,Draw,10,0,0,13,-30,30,2024,5,Monday
MTC-20330,2024-05-07,Championship League,Jaipur Lions,Bengaluru FC,Home,Windy,3,4,60,10,14,17,6,0,19392,40,Away Win,7,-1,1,24,20,20,2024,5,Tuesday
MTC-20040,2024-05-07,Premier Division,Kolkata Strikers,Bengaluru FC,Neutral,Rainy,5,1,46,11,0,14,3,0,16632,54,Home Win,6,4,4,11,-8,8,2024,5,Tuesday
MTC-22088,2024-05-07,Premier Division,Pune Warriors,Kolkata Strikers,Home,Rainy,5,1,43,1,5,22,3,1,33017,57,Home Win,6,4,4,6,-14,14,2024,5,Tuesday
MTC-23007,2024-05-07,Championship League,Delhi Dynamos,Chennai Titans,Neutral,Rainy,5,5,56,1,7,8,1,1,32405,44,Draw,10,0,0,8,12,12,2024,5,Tuesday
MTC-22197,2024-05-08,Cup Series,Jaipur Lions,Chennai Titans,Away,Windy,4,1,68,0,2,24,1,1,12177,32,Home Win,5,3,3,2,36,36,2024,5,Wednesday
MTC-21774,2024-05-08,Championship League,Delhi Dynamos,Mumbai United,Neutral,Clear,2,3,63,14,0,19,5,0,25425,37,Away Win,5,-1,1,14,26,26,2024,5,Wednesday
MTC-21722,2024-05-08,Cup Series,Kerala Blasters,Delhi Dynamos,Home,Rainy,2,2,33,10,2,12,3,0,13515,67,Draw,4,0,0,12,-34,34,2024,5,Wednesday
MTC-21930,2024-05-08,Premier Division,Goa Sharks,Chennai Titans,Away,Clear,4,2,67,1,13,5,0,1,19119,33,Home Win,6,2,2,14,34,34,2024,5,Wednesday
MTC-21924,2024-05-08,Cup Series,Chennai Titans,Goa Sharks,Neutral,Rainy,2,5,52,13,7,10,0,1,46129,48,Away Win,7,-3,3,20,4,4,2024,5,Wednesday
MTC-23505,2024-05-08,Championship League,Jaipur Lions,Delhi Dynamos,Neutral,Windy,4,5,54,11,0,17,2,1,38178,46,Away Win,9,-1,1,11,8,8,2024,5,Wednesday
MTC-22825,2024-05-08,Premier Division,Kerala Blasters,Chennai Titans,Away,Rainy,2,3,35,10,13,22,4,0,54196,65,Away Win,5,-1,1,23,-30,30,2024,5,Wednesday
MTC-23427,2024-05-09,Championship League,Kolkata Strikers,Delhi Dynamos,Away,Rainy,4,5,40,11,6,22,0,0,25102,60,Away Win,9,-1,1,17,-20,20,2024,5,Thursday
MTC-23520,2024-05-09,Cup Series,Bengaluru FC,Delhi Dynamos,Home,Rainy,1,3,64,11,5,5,4,0,45520,36,Away Win,4,-2,2,16,28,28,2024,5,Thursday
MTC-21226,2024-05-09,Championship League,Delhi Dynamos,Pune Warriors,Neutral,Clear,2,4,58,9,8,22,6,1,9310,42,Away Win,6,-2,2,17,16,16,2024,5,Thursday
MTC-20002,2024-05-09,Premier Division,Hyderabad Falcons,Chennai Titans,Home,Rainy,1,4,52,8,8,24,3,0,47609,48,Away Win,5,-3,3,16,4,4,2024,5,Thursday
MTC-20871,2024-05-09,Cup Series,Mumbai United,Pune Warriors,Neutral,Cloudy,1,0,67,2,7,21,5,0,48790,33,Home Win,1,1,1,9,34,34,2024,5,Thursday
MTC-22714,2024-05-10,Premier Division,Bengaluru FC,Pune Warriors,Neutral,Cloudy,2,1,67,12,1,9,0,0,27354,33,Home Win,3,1,1,13,34,34,2024,5,Friday
MTC-20825,2024-05-10,Cup Series,Jaipur Lions,Bengaluru FC,Home,Clear,0,4,46,2,10,5,3,0,17257,54,Away Win,4,-4,4,12,-8,8,2024,5,Friday
MTC-23552,2024-05-10,Premier Division,Goa Sharks,Bengaluru FC,Neutral,Clear,4,4,61,3,1,17,4,0,11920,39,Draw,8,0,0,4,22,22,2024,5,Friday
MTC-22992,2024-05-10,Cup Series,Pune Warriors,Jaipur Lions,Home,Clear,0,5,60,2,12,12,4,1,6541,40,Away Win,5,-5,5,14,20,20,2024,5,Friday
MTC-20605,2024-05-10,Championship League,Goa Sharks,Bengaluru FC,Home,Clear,5,3,68,13,1,12,0,0,20831,32,Home Win,8,2,2,14,36,36,2024,5,Friday
MTC-21073,2024-05-11,Cup Series,Delhi Dynamos,Kolkata Strikers,Away,Cloudy,0,3,30,3,2,17,0,0,53017,70,Away Win,3,-3,3,5,-40,40,2024,5,Saturday
MTC-20947,2024-05-11,Premier Division,Pune Warriors,Goa Sharks,Home,Rainy,2,0,62,2,14,13,4,0,21426,38,Home Win,2,2,2,16,24,24,2024,5,Saturday
MTC-23139,2024-05-11,Cup Series,Bengaluru FC,Hyderabad Falcons,Neutral,Cloudy,4,5,56,1,3,12,0,1,5126,44,Away Win,9,-1,1,4,12,12,2024,5,Saturday
MTC-20585,2024-05-11,Championship League,Goa Sharks,Chennai Titans,Neutral,Clear,5,0,40,8,3,5,1,1,23822,60,Home Win,5,5,5,11,-20,20,2024,5,Saturday
MTC-22063,2024-05-12,Premier Division,Kerala Blasters,Chennai Titans,Neutral,Clear,3,4,56,4,2,24,0,1,18764,44,Away Win,7,-1,1,6,12,12,2024,5,Sunday
MTC-20427,2024-05-12,Cup Series,Hyderabad Falcons,Goa Sharks,Home,Clear,4,5,61,4,13,13,4,1,21812,39,Away Win,9,-1,1,17,22,22,2024,5,Sunday
MTC-21064,2024-05-12,Championship League,Hyderabad Falcons,Bengaluru FC,Home,Clear,1,3,54,3,4,17,3,1,44073,46,Away Win,4,-2,2,7,8,8,2024,5,Sunday
MTC-23655,2024-05-12,Championship League,Jaipur Lions,Kerala Blasters,Home,Rainy,4,5,51,13,2,8,0,1,61066,49,Away Win,9,-1,1,15,2,2,2024,5,Sunday
MTC-23160,2024-05-12,Cup Series,Bengaluru FC,Goa Sharks,Away,Rainy,4,4,33,3,5,10,5,0,36701,67,Draw,8,0,0,8,-34,34,2024,5,Sunday
MTC-22427,2024-05-13,Premier Division,Jaipur Lions,Pune Warriors,Away,Windy,4,1,62,1,0,9,0,1,63869,38,Home Win,5,3,3,1,24,24,2024,5,Monday
MTC-21445,2024-05-13,Premier Division,Jaipur Lions,Bengaluru FC,Neutral,Cloudy,2,4,42,5,13,6,1,1,28466,58,Away Win,6,-2,2,18,-16,16,2024,5,Monday
MTC-22379,2024-05-13,Premier Division,Jaipur Lions,Hyderabad Falcons,Away,Windy,1,4,35,1,0,17,3,0,52698,65,Away Win,5,-3,3,1,-30,30,2024,5,Monday
MTC-21729,2024-05-13,Cup Series,Chennai Titans,Bengaluru FC,Away,Windy,0,4,45,6,3,18,5,1,32554,55,Away Win,4,-4,4,9,-10,10,2024,5,Monday
MTC-22786,2024-05-13,Premier Division,Kolkata Strikers,Bengaluru FC,Neutral,Cloudy,0,3,51,10,1,6,3,0,8387,49,Away Win,3,-3,3,11,2,2,2024,5,Monday
MTC-22693,2024-05-14,Premier Division,Bengaluru FC,Pune Warriors,Home,Clear,5,1,68,4,3,10,6,1,62376,32,Home Win,6,4,4,7,36,36,2024,5,Tuesday
MTC-21842,2024-05-14,Premier Division,Jaipur Lions,Mumbai United,Away,Windy,2,1,50,10,8,7,6,0,45864,50,Home Win,3,1,1,18,0,0,2024,5,Tuesday
MTC-21468,2024-05-14,Championship League,Goa Sharks,Chennai Titans,Neutral,Clear,4,4,62,9,14,20,2,0,9407,38,Draw,8,0,0,23,24,24,2024,5,Tuesday
MTC-22695,2024-05-15,Premier Division,Chennai Titans,Hyderabad Falcons,Home,Clear,1,4,30,9,9,18,1,0,37767,70,Away Win,5,-3,3,18,-40,40,2024,5,Wednesday
MTC-22324,2024-05-15,Cup Series,Mumbai United,Goa Sharks,Away,Windy,2,5,54,0,10,6,0,0,60096,46,Away Win,7,-3,3,10,8,8,2024,5,Wednesday
MTC-21065,2024-05-15,Championship League,Kolkata Strikers,Delhi Dynamos,Home,Rainy,2,3,64,7,5,24,3,1,21425,36,Away Win,5,-1,1,12,28,28,2024,5,Wednesday
MTC-21943,2024-05-15,Cup Series,Jaipur Lions,Pune Warriors,Home,Rainy,0,1,48,7,13,7,4,0,43058,52,Away Win,1,-1,1,20,-4,4,2024,5,Wednesday
MTC-20382,2024-05-16,Premier Division,Jaipur Lions,Kolkata Strikers,Neutral,Clear,4,2,55,3,14,15,6,0,25296,45,Home Win,6,2,2,17,10,10,2024,5,Thursday
MTC-21314,2024-05-16,Championship League,Chennai Titans,Bengaluru FC,Away,Clear,2,0,34,6,8,18,1,0,23406,66,Home Win,2,2,2,14,-32,32,2024,5,Thursday
MTC-20908,2024-05-17,Premier Division,Hyderabad Falcons,Goa Sharks,Neutral,Rainy,2,1,37,3,13,7,4,0,45684,63,Home Win,3,1,1,16,-26,26,2024,5,Friday
MTC-21685,2024-05-17,Cup Series,Pune Warriors,Delhi Dynamos,Away,Rainy,5,5,32,4,14,8,6,0,3036,68,Draw,10,0,0,18,-36,36,2024,5,Friday
MTC-23316,2024-05-17,Championship League,Bengaluru FC,Delhi Dynamos,Away,Clear,4,4,64,11,4,13,1,1,22625,36,Draw,8,0,0,15,28,28,2024,5,Friday
MTC-22094,2024-05-17,Cup Series,Kerala Blasters,Jaipur Lions,Away,Clear,2,4,61,11,5,19,6,1,38007,39,Away Win,6,-2,2,16,22,22,2024,5,Friday
MTC-21546,2024-05-18,Cup Series,Mumbai United,Hyderabad Falcons,Away,Rainy,4,4,38,9,7,24,1,1,3790,62,Draw,8,0,0,16,-24,24,2024,5,Saturday
MTC-21561,2024-05-18,Premier Division,Goa Sharks,Delhi Dynamos,Neutral,Clear,1,5,33,11,8,19,5,0,36026,67,Away Win,6,-4,4,19,-34,34,2024,5,Saturday
MTC-21585,2024-05-19,Cup Series,Jaipur Lions,Delhi Dynamos,Home,Cloudy,4,2,70,11,12,14,3,1,12012,30,Home Win,6,2,2,23,40,40,2024,5,Sunday
MTC-22598,2024-05-19,Premier Division,Chennai Titans,Hyderabad Falcons,Away,Clear,3,1,61,11,10,13,0,1,62785,39,Home Win,4,2,2,21,22,22,2024,5,Sunday
MTC-23473,2024-05-20,Championship League,Bengaluru FC,Goa Sharks,Neutral,Clear,3,5,34,11,12,17,5,1,35740,66,Away Win,8,-2,2,23,-32,32,2024,5,Monday
MTC-21921,2024-05-21,Cup Series,Kolkata Strikers,Bengaluru FC,Neutral,Rainy,5,4,33,0,8,14,5,1,19124,67,Home Win,9,1,1,8,-34,34,2024,5,Tuesday
MTC-23154,2024-05-21,Championship League,Goa Sharks,Jaipur Lions,Neutral,Clear,0,5,67,2,8,18,5,0,53097,33,Away Win,5,-5,5,10,34,34,2024,5,Tuesday
MTC-23557,2024-05-21,Cup Series,Mumbai United,Goa Sharks,Neutral,Cloudy,2,0,36,13,8,12,0,0,63194,64,Home Win,2,2,2,21,-28,28,2024,5,Tuesday
MTC-22028,2024-05-21,Cup Series,Goa Sharks,Chennai Titans,Neutral,Windy,2,5,32,8,6,23,6,1,33297,68,Away Win,7,-3,3,14,-36,36,2024,5,Tuesday
MTC-21639,2024-05-21,Premier Division,Kolkata Strikers,Kerala Blasters,Home,Cloudy,3,3,58,6,2,22,6,1,15075,42,Draw,6,0,0,8,16,16,2024,5,Tuesday
MTC-20296,2024-05-22,Premier Division,Delhi Dynamos,Bengaluru FC,Away,Windy,2,4,54,7,9,15,2,0,54298,46,Away Win,6,-2,2,16,8,8,2024,5,Wednesday
MTC-23263,2024-05-22,Premier Division,Mumbai United,Goa Sharks,Home,Rainy,4,5,30,7,0,22,6,1,50216,70,Away Win,9,-1,1,7,-40,40,2024,5,Wednesday
MTC-23629,2024-05-22,Cup Series,Chennai Titans,Mumbai United,Away,Clear,3,4,41,13,3,15,0,1,16537,59,Away Win,7,-1,1,16,-18,18,2024,5,Wednesday
MTC-23468,2024-05-22,Championship League,Hyderabad Falcons,Delhi Dynamos,Away,Windy,3,1,58,5,11,5,0,1,29204,42,Home Win,4,2,2,16,16,16,2024,5,Wednesday
MTC-23077,2024-05-23,Championship League,Pune Warriors,Kolkata Strikers,Away,Windy,0,2,39,13,14,8,1,0,36504,61,Away Win,2,-2,2,27,-22,22,2024,5,Thursday
MTC-22246,2024-05-23,Cup Series,Bengaluru FC,Jaipur Lions,Neutral,Clear,4,3,36,5,2,21,1,0,14445,64,Home Win,7,1,1,7,-28,28,2024,5,Thursday
MTC-22689,2024-05-23,Premier Division,Mumbai United,Bengaluru FC,Neutral,Cloudy,5,2,45,4,1,10,1,1,24919,55,Home Win,7,3,3,5,-10,10,2024,5,Thursday
MTC-20804,2024-05-23,Premier Division,Pune Warriors,Kerala Blasters,Away,Rainy,5,5,31,5,1,12,5,0,28465,69,Draw,10,0,0,6,-38,38,2024,5,Thursday
MTC-23451,2024-05-23,Premier Division,Pune Warriors,Kerala Blasters,Neutral,Windy,5,3,43,2,8,14,2,0,59371,57,Home Win,8,2,2,10,-14,14,2024,5,Thursday
MTC-21302,2024-05-23,Premier Division,Bengaluru FC,Delhi Dynamos,Home,Cloudy,4,3,64,1,9,14,3,0,53360,36,Home Win,7,1,1,10,28,28,2024,5,Thursday
MTC-20240,2024-05-23,Premier Division,Jaipur Lions,Delhi Dynamos,Away,Cloudy,4,4,49,9,6,23,2,1,61193,51,Draw,8,0,0,15,-2,2,2024,5,Thursday
MTC-21496,2024-05-23,Cup Series,Kolkata Strikers,Goa Sharks,Neutral,Windy,2,4,46,11,6,21,4,1,45216,54,Away Win,6,-2,2,17,-8,8,2024,5,Thursday
MTC-20329,2024-05-23,Championship League,Hyderabad Falcons,Goa Sharks,Neutral,Clear,4,4,59,3,0,13,0,1,41926,41,Draw,8,0,0,3,18,18,2024,5,Thursday
MTC-22895,2024-05-23,Premier Division,Jaipur Lions,Goa Sharks,Away,Rainy,3,4,37,0,4,5,1,1,23918,63,Away Win,7,-1,1,4,-26,26,2024,5,Thursday
MTC-21949,2024-05-23,Championship League,Kolkata Strikers,Hyderabad Falcons,Away,Clear,1,3,67,2,7,23,2,1,60147,33,Away Win,4,-2,2,9,34,34,2024,5,Thursday
MTC-22082,2024-05-24,Championship League,Chennai Titans,Kerala Blasters,Neutral,Clear,3,2,45,13,2,10,0,1,2228,55,Home Win,5,1,1,15,-10,10,2024,5,Friday
MTC-23603,2024-05-24,Cup Series,Pune Warriors,Bengaluru FC,Home,Rainy,2,3,55,11,1,21,0,0,44336,45,Away Win,5,-1,1,12,10,10,2024,5,Friday
MTC-22785,2024-05-24,Championship League,Hyderabad Falcons,Goa Sharks,Away,Clear,0,1,60,12,10,23,1,1,31539,40,Away Win,1,-1,1,22,20,20,2024,5,Friday
MTC-22768,2024-05-24,Cup Series,Mumbai United,Chennai Titans,Away,Rainy,3,3,62,4,11,13,1,0,58719,38,Draw,6,0,0,15,24,24,2024,5,Friday
MTC-23707,2024-05-24,Premier Division,Chennai Titans,Kerala Blasters,Away,Rainy,5,4,51,5,12,6,0,1,39863,49,Home Win,9,1,1,17,2,2,2024,5,Friday
MTC-23314,2024-05-25,Championship League,Hyderabad Falcons,Kolkata Strikers,Home,Clear,1,3,45,3,12,9,2,0,54728,55,Away Win,4,-2,2,15,-10,10,2024,5,Saturday
MTC-22820,2024-05-25,Cup Series,Delhi Dynamos,Pune Warriors,Home,Windy,2,4,65,5,1,24,0,1,54688,35,Away Win,6,-2,2,6,30,30,2024,5,Saturday
MTC-23381,2024-05-25,Championship League,Mumbai United,Delhi Dynamos,Home,Clear,0,2,52,1,10,13,1,1,45606,48,Away Win,2,-2,2,11,4,4,2024,5,Saturday
MTC-20064,2024-05-26,Premier Division,Jaipur Lions,Delhi Dynamos,Neutral,Windy,3,2,43,5,14,15,0,1,28419,57,Home Win,5,1,1,19,-14,14,2024,5,Sunday
MTC-23606,2024-05-26,Premier Division,Chennai Titans,Delhi Dynamos,Away,Windy,1,2,38,8,2,22,2,1,33759,62,Away Win,3,-1,1,10,-24,24,2024,5,Sunday
MTC-22431,2024-05-26,Cup Series,Goa Sharks,Bengaluru FC,Away,Windy,1,4,45,14,4,5,4,1,36269,55,Away Win,5,-3,3,18,-10,10,2024,5,Sunday
MTC-20754,2024-05-26,Championship League,Goa Sharks,Mumbai United,Home,Windy,5,3,42,9,3,23,0,1,4774,58,Home Win,8,2,2,12,-16,16,2024,5,Sunday
MTC-20639,2024-05-26,Cup Series,Goa Sharks,Jaipur Lions,Neutral,Cloudy,5,0,47,0,0,11,3,1,45366,53,Home Win,5,5,5,0,-6,6,2024,5,Sunday
